target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Mars,planet,rv2_coarse,1,0.45,965,4129,757371489.4314767,2205750160.668034,1448378671.2365575,1.8650039380717134,0.06218085221371483,0
Mars,planet,rv2_coarse,2,0.7,847,3866,56946857.629279815,356702465.8952519,299755608.26597214,1.0690206464338143,0.2850603661953872,0
Mars,planet,rv2_coarse,3,0.9,833,3894,5563850.672193877,11467103.436809836,5903252.764615959,0.6239392377792106,0.5326674903159176,0
Mars,planet,rv2_coarse,4,1.31,833,3838,2149098.643457383,2084416.5478764982,-64682.09558088472,-0.25909384616291287,0.7955628327765414,0
Mars,planet,rv2_coarse,5,2.2,851,4006,2388554.6124412455,2798868.55156328,410313.9391220347,1.2859322828925008,0.19846669583696697,0
Mars,planet,rv2_coarse,6,3.93,806,3842,1250220.758219603,1679496.622315851,429275.86409624806,2.3730623626217198,0.017641285075449264,0
Mars,planet,rv2_coarse,7,4.7,845,3887,6674675.712943787,1319894.268053593,-5354781.444890194,-0.8433796391888869,0.39901615546197444,0
Mars,planet,rv2_coarse,8,6.55,816,3720,2123671.700372434,191770216.7890142,189646545.08864176,1.0258919922560552,0.3049424976097812,0
Mars,planet,rv2_coarse,9,9.18,906,4204,139493652.13791737,375179389.8084042,235685737.67048684,1.1369621040770532,0.255554128052196,0
Jupiter,planet,rv2_coarse,1,0.45,494,4600,1402590596.6291752,1988157857.8184512,585567261.189276,0.4982165395909884,0.6183314260081694,0
Jupiter,planet,rv2_coarse,2,0.7,484,4229,87045508.98966943,327527948.7377735,240482439.74810404,0.909335752523268,0.36317292388696343,0
Jupiter,planet,rv2_coarse,3,0.9,446,4281,1972702.8357623317,11307583.024556179,9334880.188793847,1.1392812796070517,0.25458585391446586,0
Jupiter,planet,rv2_coarse,4,1.31,488,4183,2047671.1234631147,2101584.1196509684,53912.99618785363,0.23964680080852127,0.8106040799543852,0
Jupiter,planet,rv2_coarse,5,2.2,515,4342,1184285.3084951455,2909954.0439601564,1725668.7354650109,6.414588446882032,1.4120371538695053e-10,0
Jupiter,planet,rv2_coarse,6,3.93,461,4187,1382446.8767624728,1629566.7408347265,247119.8640722537,0.970474331035323,0.3318101136982152,0
Jupiter,planet,rv2_coarse,7,4.7,487,4245,434018.62448665296,2487435.3185481313,2053416.6940614784,1.457877155775214,0.1448744063652163,0
Jupiter,planet,rv2_coarse,8,6.55,489,4047,2292469.21511535,176426267.63440704,174133798.4192917,1.024764419113442,0.30547435884866614,0
Jupiter,planet,rv2_coarse,9,9.18,580,4530,5605974.826973329,375360692.7575805,369754717.9306072,2.507861989652527,0.012146409755408927,0
Saturn,planet,rv2_coarse,1,0.45,978,4116,3592376965.5359793,1536700978.7185373,-2055675986.817442,-1.240703465716634,0.2147153135471782,0
Saturn,planet,rv2_coarse,2,0.7,861,3852,15015071.176538909,367164523.6967923,352149452.5202534,1.2659760152998907,0.20552166936185934,0
Saturn,planet,rv2_coarse,3,0.9,882,3845,3185837.863945578,12087822.990084525,8901985.126138948,0.9706856922153393,0.3317048188712297,0
Saturn,planet,rv2_coarse,4,1.31,890,3781,2876235.8580056177,1912282.456261571,-963953.4017440467,-0.9662939171658039,0.3338971289782875,0
Saturn,planet,rv2_coarse,5,2.2,922,3935,4521328.225732104,2306547.0822426938,-2214781.14348941,-1.804905889457234,0.07108941004363256,0
Saturn,planet,rv2_coarse,6,3.93,855,3793,1350202.4069444444,1662504.8500197732,312302.44307532883,1.1431895636882141,0.25295989438731303,0
Saturn,planet,rv2_coarse,7,4.7,923,3809,404628.4271931922,2729603.0346711734,2324974.607477981,1.4873198421156175,0.1369303563713784,0
Saturn,planet,rv2_coarse,8,6.55,871,3665,22550762.341991965,189761639.4441369,167210877.10214493,0.8886674746470355,0.3741818161956032,0
Saturn,planet,rv2_coarse,9,9.18,951,4159,883456393.5546957,207614420.13007182,-675841973.424624,-1.337554922750981,0.18104156713102415,0
Uranus,planet,rv2_coarse,1,0.45,131,4963,53706295.07061069,1980932979.2555788,1927226684.184968,4.083665373257611,4.4330854941820874e-05,0
Uranus,planet,rv2_coarse,2,0.7,78,4635,19316118.346153848,307602818.6261152,288286700.27996135,1.2459316966876768,0.21278947219259758,0
Uranus,planet,rv2_coarse,3,0.9,97,4630,3131474.6430412373,10579662.063174946,7448187.420133709,0.9819329794191429,0.3261328670845931,0
Uranus,planet,rv2_coarse,4,1.31,103,4568,2780042.5540048545,2080526.5975673161,-699515.9564375384,-1.3848647529410079,0.1660938264858982,0
Uranus,planet,rv2_coarse,5,2.2,95,4762,5016480.407236842,2681302.3423062786,-2335178.064930564,-5.214616205987163,1.8419820246862173e-07,0
Uranus,planet,rv2_coarse,6,3.93,92,4556,594284.2710597826,1625467.4717131255,1031183.2006533429,10.274979772125251,0.0,0
Uranus,planet,rv2_coarse,7,4.7,81,4651,455897.4567901235,2307805.2684071846,1851907.811617061,1.446469334808733,0.14804560699078584,0
Uranus,planet,rv2_coarse,8,6.55,82,4454,4157101.0685975607,160479847.38998917,156322746.3213916,1.0122282429513563,0.31142893521480275,0
Uranus,planet,rv2_coarse,9,9.18,94,5016,6228574.065824468,339523508.2993016,333294934.2334772,2.5025127746302087,0.012331517513584966,0
Neptune,planet,rv2_coarse,1,0.45,1253,3841,2188660468.6203113,1847439295.3705904,-341221173.2497208,-0.3669740405524753,0.7136383817883833,0
Neptune,planet,rv2_coarse,2,0.7,1188,3525,1127970644.1195285,24742296.836608212,-1103228347.2829204,-1.2244540154345533,0.22078100330470685,0
Neptune,planet,rv2_coarse,3,0.9,1238,3489,2200614.19476979,13345723.135497278,11145108.940727487,1.1084255805827408,0.2676780624027293,0
Neptune,planet,rv2_coarse,4,1.31,1228,3443,2496742.86202158,1953003.0921253269,-543739.769896253,-0.7514038385627368,0.4524096532979889,0
Neptune,planet,rv2_coarse,5,2.2,1251,3606,2517132.179706235,2799776.7709199945,282644.5912137595,0.7837993357557258,0.4331578636809419,0
Neptune,planet,rv2_coarse,6,3.93,1196,3452,1864713.5171927258,1515094.608198146,-349618.9089945797,-1.5394698217046405,0.1236896398395746,0
Neptune,planet,rv2_coarse,7,4.7,1221,3511,408188.8646089271,2925699.6279334426,2517510.7633245154,1.4845621799531548,0.13765984023152522,0
Neptune,planet,rv2_coarse,8,6.55,1172,3364,17997568.315166384,206309444.85649872,188311876.54133233,0.9200773896603626,0.35753231895222193,0
Neptune,planet,rv2_coarse,9,9.18,1297,3813,206018366.2676278,376719009.32136667,170700643.05373886,0.6571564109947262,0.5110803498936911,0
Earth,earth,rv2_coarse,1,0.45,810,4284,747470634.2401235,2155218180.8975697,1407747546.6574461,1.8998234088740646,0.05745629786130224,0
Earth,earth,rv2_coarse,2,0.7,775,3938,13201954.55360509,359830931.12849164,346628976.57488656,1.2738081709702778,0.20273140866749162,0
Earth,earth,rv2_coarse,3,0.9,734,3993,1913947.941927793,11991673.078762835,10077725.136835042,1.1472091675231306,0.2512951835903894,0
Earth,earth,rv2_coarse,4,1.31,715,3956,1869408.750437063,2136896.5177420373,267487.7673049744,1.1049732929945337,0.2691711616891659,0
Earth,earth,rv2_coarse,5,2.2,785,4072,2101891.1103503183,2847481.0587242143,745589.9483738961,2.5014931862480148,0.012367082217966452,0
Earth,earth,rv2_coarse,6,3.93,744,3904,1591566.7209341398,1607627.6418256916,16060.920891551767,0.08241120590963207,0.9343197253353699,0
Earth,earth,rv2_coarse,7,4.7,747,3985,3484470.6308567603,2049593.5849715977,-1434877.0458851627,-0.42073382027381206,0.6739494620375008,0
Earth,earth,rv2_coarse,8,6.55,737,3799,2164636.141875848,187818580.08056706,185653943.9386912,1.0256179794338118,0.3050716892524237,0
Earth,earth,rv2_coarse,9,9.18,815,4295,88142810.15677722,379929921.6097115,291787111.4529343,1.650471129019482,0.09884661356720459,0
Fornax-A,fixed,rv2_coarse,1,0.45,1264,3830,923155261.7032733,2264109046.973042,1340953785.2697687,1.7861379424428023,0.07407692606148597,1
Fornax-A,fixed,rv2_coarse,2,0.7,1136,3577,16055773.444580939,393907286.253844,377851512.8092631,1.261346783438878,0.20718393258915713,1
Fornax-A,fixed,rv2_coarse,3,0.9,1143,3584,32653293.16868985,3338413.5884660995,-29314879.58022375,-0.958025435083791,0.33804993294927366,1
Fornax-A,fixed,rv2_coarse,4,1.31,1097,3574,1700133.3923769372,2217443.634390739,517310.2420138016,1.9613214028905919,0.04984154210955927,1
Fornax-A,fixed,rv2_coarse,5,2.2,1152,3705,2382948.3033311632,2833946.274578273,450997.9712471096,1.260084666312093,0.20763882114932453,1
Fornax-A,fixed,rv2_coarse,6,3.93,1137,3511,1788882.5131926122,1545526.7834128453,-243355.72977976687,-1.269010636199378,0.20443727057293248,1
Fornax-A,fixed,rv2_coarse,7,4.7,1168,3564,380901.36114083906,2897204.603689483,2516303.2425486436,1.506231953911258,0.1320076392450995,1
Fornax-A,fixed,rv2_coarse,8,6.55,1119,3417,615881788.7487712,7593327.759075715,-608288460.9896954,-0.9902677154725962,0.32204328220579326,1
Fornax-A,fixed,rv2_coarse,9,9.18,1223,3887,304224955.77699244,342569663.66766727,38344707.89067483,0.11488305211137124,0.9085378185993647,1
Cygnus-A,fixed,rv2_coarse,1,0.45,20,5074,12380673.88125,1938935413.3271704,1926554739.4459205,4.174997708528266,2.9798905320843616e-05,1
Cygnus-A,fixed,rv2_coarse,2,0.7,17,4696,4043398.3529411764,303913327.0423859,299869928.6894447,1.314236636126833,0.1887665831555303,1
Cygnus-A,fixed,rv2_coarse,3,0.9,18,4709,1818047.482638889,10459728.93144776,8641681.448808871,1.159635680560464,0.24619716747491305,1
Cygnus-A,fixed,rv2_coarse,4,1.31,20,4651,6600282.875,2076582.2883788433,-4523700.586621157,-1.095962574020376,0.2730951532487147,1
Cygnus-A,fixed,rv2_coarse,5,2.2,21,4836,1803533.800595238,2730987.0105329817,927453.2099377436,2.0320665157458753,0.04214692263045494,1
Cygnus-A,fixed,rv2_coarse,6,3.93,23,4625,648993.7717391305,1609811.2642837837,960817.4925446532,8.138503091428767,4.440892098500626e-16,1
Cygnus-A,fixed,rv2_coarse,7,4.7,30,4702,343153.6854166667,2288437.9810292036,1945284.2956125368,1.5357156169707382,0.12460814315696078,1
Cygnus-A,fixed,rv2_coarse,8,6.55,17,4519,856560.1617647059,158243762.12433872,157387201.962574,1.0342276943728899,0.30102973007335665,1
Cygnus-A,fixed,rv2_coarse,9,9.18,31,5079,2337847.919354839,335413059.71765786,333075211.798303,2.5330201271575694,0.011308445942951106,1
Sag-A,fixed,rv2_coarse,1,0.45,804,4290,1730088783.1616914,1969094293.4819784,239005510.320287,0.15617409007854516,0.8758957992392555,1
Sag-A,fixed,rv2_coarse,2,0.7,732,3981,63548682.333333336,346829461.46572316,283280779.13238984,1.0350697413961993,0.30063634241859916,1
Sag-A,fixed,rv2_coarse,3,0.9,685,4042,6699305.714142336,11058526.466770781,4359220.752628446,0.46483613246433536,0.6420488103157198,1
Sag-A,fixed,rv2_coarse,4,1.31,722,3949,2288808.8933518007,2060691.2787414535,-228117.6146103472,-0.9571874329229757,0.33847265897789036,1
Sag-A,fixed,rv2_coarse,5,2.2,736,4121,2405885.647078804,2784323.1148992963,378437.4678204921,1.2765801155351733,0.20175052569515772,1
Sag-A,fixed,rv2_coarse,6,3.93,655,3993,1086883.2470419847,1690056.4556098173,603173.2085678326,4.100926605956445,4.1149906908399814e-05,1
Sag-A,fixed,rv2_coarse,7,4.7,702,4030,8037858.123486468,1272445.06071323,-6765413.062773238,-0.8871105770784774,0.3750193700344553,1
Sag-A,fixed,rv2_coarse,8,6.55,668,3868,2390432.81396192,184467764.59227252,182077331.7783106,1.0241236248807526,0.3057768869791979,1
Sag-A,fixed,rv2_coarse,9,9.18,760,4350,165990817.67090872,362639628.083125,196648810.41221628,0.8866399094601471,0.37527279985638984,1
Mercury,planet,rv2_coarse,1,0.45,773,4321,2975310974.551342,1744617106.5428143,-1230693868.0085278,-0.6322462052743849,0.5272260091721279,1
Mercury,planet,rv2_coarse,2,0.7,722,3991,10089507.394736841,355790803.61414284,345701296.219406,1.287682379523787,0.19785654972243627,1
Mercury,planet,rv2_coarse,3,0.9,716,4011,3308068.1405377095,11697584.54356769,8389516.40302998,0.9512568679310862,0.3414739965462352,1
Mercury,planet,rv2_coarse,4,1.31,717,3954,1844618.5223152023,2141527.1624304503,296908.64011524804,1.2360801948281601,0.21642875586613597,1
Mercury,planet,rv2_coarse,5,2.2,738,4119,3626502.237296748,2565809.3570344746,-1060692.8802622734,-0.8292321563117866,0.40697305232818914,1
Mercury,planet,rv2_coarse,6,3.93,717,3931,1459191.6514121338,1631662.055456627,172470.4040444931,0.9913739803554559,0.3215030006951338,1
Mercury,planet,rv2_coarse,7,4.7,745,3987,3505940.725251678,2046301.5191997283,-1459639.2060519496,-0.4270705741615705,0.6693279248665465,1
Mercury,planet,rv2_coarse,8,6.55,698,3838,2231032.5271422816,185919974.42904934,183688941.90190706,1.0251794473789089,0.30527852402976174,1
Mercury,planet,rv2_coarse,9,9.18,804,4306,727288346.7499417,259845697.35358366,-467442649.396358,-0.9813024263716275,0.3264436265770754,1
Venus,planet,rv2_coarse,1,0.45,1017,4077,3127533529.3947887,1632990998.6031857,-1494542530.791603,-0.9469808591755362,0.3436485325365348,1
Venus,planet,rv2_coarse,2,0.7,973,3740,11975317.499486126,378500999.3679262,366525681.86844003,1.279386796209466,0.20076088117523994,1
Venus,planet,rv2_coarse,3,0.9,981,3746,1980794.9507517838,12638662.185314335,10657867.234562552,1.1380270822953054,0.2551091738715301,1
Venus,planet,rv2_coarse,4,1.31,974,3697,1754622.158816735,2185877.170154855,431255.0113381201,1.719232852862522,0.08557198098093766,1
Venus,planet,rv2_coarse,5,2.2,1011,3846,3105606.672230465,2627446.4501105044,-478160.22211996047,-0.7026128800932965,0.48229703347928776,1
Venus,planet,rv2_coarse,6,3.93,969,3679,1497051.8026960783,1633503.8753057895,136452.0726097112,0.5255369248475543,0.5992099913751914,1
Venus,planet,rv2_coarse,7,4.7,1023,3709,2664908.646553584,2168867.201924373,-496041.444629211,-0.18262554375897475,0.8550918403808108,1
Venus,planet,rv2_coarse,8,6.55,968,3568,20642152.729016013,194825257.48905528,174183104.76003927,0.9018442342309559,0.3671396182545008,1
Venus,planet,rv2_coarse,9,9.18,1050,4060,816858411.3135864,208358145.7419258,-608500265.5716605,-1.2977934990903033,0.1943583041355299,1
Mars,planet,rv2_coarse,1,0.45,943,4151,1258036084.3309252,2084335792.1405985,826299707.8096733,0.9975377569236464,0.3185035563253136,1
Mars,planet,rv2_coarse,2,0.7,856,3857,58018418.93107477,357164105.5115489,299145686.58047414,1.0646822147577109,0.2870197610659919,1
Mars,planet,rv2_coarse,3,0.9,828,3899,5305912.533439009,11514309.519155553,6208396.985716543,0.6567591626484944,0.5113357863100836,1
Mars,planet,rv2_coarse,4,1.31,867,3804,2130479.0103085353,2088082.1710863565,-42396.839222178794,-0.1693061819099939,0.8655558137179347,1
Mars,planet,rv2_coarse,5,2.2,875,3982,2268506.8910714285,2827720.708955927,559213.8178844983,1.8479951703522086,0.06460304151222473,1
Mars,planet,rv2_coarse,6,3.93,785,3863,1023974.8794585987,1723138.408927647,699163.5294690483,5.365391355502545,8.077388868876767e-08,1
Mars,planet,rv2_coarse,7,4.7,817,3915,6964252.805691554,1297761.2912163006,-5666491.514475253,-0.8632614605331673,0.38799372859361325,1
Mars,planet,rv2_coarse,8,6.55,806,3730,2184235.5914673153,191248694.01499036,189064458.42352304,1.0254919665757065,0.30513111401965753,1
Mars,planet,rv2_coarse,9,9.18,925,4185,136622870.7267061,376883930.2674507,240261059.5407446,1.1663070711564607,0.24349031526428444,1
Jupiter,planet,rv2_coarse,1,0.45,509,4585,1006207757.7166011,2034077677.6492774,1027869919.9326763,1.4479358049335547,0.1476350048892603,1
Jupiter,planet,rv2_coarse,2,0.7,496,4217,86252936.03024194,328305493.3108949,242052557.28065297,0.9146794187008326,0.36035995210942984,1
Jupiter,planet,rv2_coarse,3,0.9,445,4282,2034403.2619382022,11298990.878400864,9264587.616462663,1.1309513866746164,0.2580755531004517,1
Jupiter,planet,rv2_coarse,4,1.31,489,4182,2050615.0006390593,2101252.7846574606,50637.78401840129,0.22546960772264404,0.8216139662039601,1
Jupiter,planet,rv2_coarse,5,2.2,518,4339,1199189.8127413127,2909367.8427633094,1710178.0300219967,6.351037799643294,2.1386714621485226e-10,1
Jupiter,planet,rv2_coarse,6,3.93,443,4205,1039527.3871331828,1664635.7482907253,625108.3611575424,4.224241621901145,2.397467274506404e-05,1
Jupiter,planet,rv2_coarse,7,4.7,488,4244,11372296.228483606,1230171.8750852537,-10142124.353398353,-0.9266960664982433,0.35408436040614966,1
Jupiter,planet,rv2_coarse,8,6.55,491,4045,2149803.0368746817,176529683.3798594,174379880.3429847,1.025705884374793,0.30503023985008637,1
Jupiter,planet,rv2_coarse,9,9.18,565,4545,5770130.951465708,374119973.5102104,368349842.55874467,2.5065739846959083,0.012190754213839083,1
Saturn,planet,rv2_coarse,1,0.45,960,4134,2044593134.8882163,1905078977.0699081,-139514157.81830812,-0.1471896475840895,0.8829823316313263,1
Saturn,planet,rv2_coarse,2,0.7,890,3823,12866366.164044945,370336033.39708185,357469667.23303694,1.2754496028089453,0.20215015135927006,1
Saturn,planet,rv2_coarse,3,0.9,891,3836,2988511.706369248,12154542.352059437,9166030.645690188,0.997386944166618,0.3185767260782737,1
Saturn,planet,rv2_coarse,4,1.31,871,3800,1863425.272675086,2149249.0705921054,285823.79791701934,1.1531867434750556,0.2488337434875285,1
Saturn,planet,rv2_coarse,5,2.2,932,3925,4473007.135528433,2312378.2783280252,-2160628.857200408,-1.7800586375079608,0.0750663648440979,1
Saturn,planet,rv2_coarse,6,3.93,886,3762,1370731.8239277652,1660243.3700325624,289511.54610479716,1.0875444583630032,0.27679626169008875,1
Saturn,planet,rv2_coarse,7,4.7,915,3817,2945369.15189816,2115671.266275871,-829697.885622289,-0.28368457634684885,0.7766521156432138,1
Saturn,planet,rv2_coarse,8,6.55,869,3667,22501181.986253954,189682191.27804255,167181009.2917886,0.8889801408752073,0.37401375284020477,1
Saturn,planet,rv2_coarse,9,9.18,919,4191,1202219340.6264453,142876599.75084257,-1059342740.8756027,-1.789220449433284,0.07357931958054942,1
Uranus,planet,rv2_coarse,1,0.45,123,4971,435304499.26473576,1968389347.6745374,1533084848.4098017,2.5672975417730415,0.010249462252358121,1
Uranus,planet,rv2_coarse,2,0.7,100,4613,17035432.78,309027135.9820169,291991703.20201695,1.2564082039387297,0.20896800872240107,1
Uranus,planet,rv2_coarse,3,0.9,92,4635,2657851.620923913,10581028.272653721,7923176.651729808,1.0462593661412845,0.29544130041225136,1
Uranus,planet,rv2_coarse,4,1.31,84,4587,2681513.220238095,2085228.4216808372,-596284.798557258,-1.0396483928714846,0.29850328509488566,1
Uranus,planet,rv2_coarse,5,2.2,81,4776,5230584.663580247,2684516.3389866,-2546068.3245936474,-5.54413420577343,2.9541219914719363e-08,1
Uranus,planet,rv2_coarse,6,3.93,93,4555,559980.4858870967,1626394.2412458837,1066413.755358787,11.000882599705028,0.0,1
Uranus,planet,rv2_coarse,7,4.7,90,4642,480219.10277777776,2310924.230528181,1830705.1277504032,1.4266473838385216,0.15368155889025403,1
Uranus,planet,rv2_coarse,8,6.55,93,4443,3610032.8004032257,160878323.0952508,157268290.29484755,1.0159087303970817,0.3096728510621256,1
Uranus,planet,rv2_coarse,9,9.18,97,5013,5697176.594072165,339733249.04485524,334036072.4507831,2.5066348041317816,0.012188657051298346,1
Neptune,planet,rv2_coarse,1,0.45,1230,3864,2404181431.3024898,1780865098.3948305,-623316332.9076593,-0.6424853123997896,0.5205581228307032,1
Neptune,planet,rv2_coarse,2,0.7,1194,3519,1122265403.1197655,24797053.207741957,-1097468349.9120235,-1.2242076722911952,0.22087389563620796,1
Neptune,planet,rv2_coarse,3,0.9,1241,3486,2118894.9960213536,13384406.110961704,11265511.114940349,1.1195124322512764,0.2629215901054298,1
Neptune,planet,rv2_coarse,4,1.31,1238,3433,2489724.8196688206,1953950.059423245,-535774.7602455756,-0.7460710970207097,0.4556244679191277,1
Neptune,planet,rv2_coarse,5,2.2,1292,3565,2421428.8671633126,2837711.4435834503,416282.57642013766,1.1834873536129737,0.23661605559764975,1
Neptune,planet,rv2_coarse,6,3.93,1183,3465,1807548.1734467456,1535923.3664862914,-271624.8069604542,-1.1929982081393127,0.23287007481166677,1
Neptune,planet,rv2_coarse,7,4.7,1201,3531,405363.43994587846,2912401.1628396534,2507037.722893775,1.4868103589457407,0.1370649047966368,1
Neptune,planet,rv2_coarse,8,6.55,1165,3371,18122740.72781317,205875149.69289064,187752408.96507746,0.919231786865317,0.3579743482223319,1
Neptune,planet,rv2_coarse,9,9.18,1300,3810,4357420.323548678,445661616.0553467,441304195.73179805,2.5179578239590694,0.01180374544151741,1
