target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Sag-A,fixed,rv2_coarse,8,6.55,659,3877,1582010.3953196132,184182506.50299746,182600496.10767785,1.0294615522063357,0.3032628378851716,0
Sag-A,fixed,rv2_coarse,9,9.18,782,4328,161130609.22733676,364517390.75224286,203386781.5249061,0.9287359397330619,0.35302595038909823,0
Mercury,planet,rv2_coarse,1,0.45,750,4344,2734285759.1243334,1792746680.7910767,-941539078.3332567,-0.47492430852910134,0.6348409244648887,0
Mercury,planet,rv2_coarse,2,0.7,740,3973,11967542.308108108,357007233.8925356,345039691.58442754,1.2793988637255982,0.2007566337929303,0
Mercury,planet,rv2_coarse,3,0.9,711,4016,3389374.0547644165,11672744.880462525,8283370.825698109,0.9399432837742118,0.34724665362043217,0
Mercury,planet,rv2_coarse,4,1.31,720,3951,1862486.0411458334,2138496.5657112123,276010.5245653789,1.1146999701737368,0.2649790138152164,0
Mercury,planet,rv2_coarse,5,2.2,760,4097,2307081.994901316,2804868.2149438616,497786.2200425458,1.4661604321273893,0.14260458528932585,0
Mercury,planet,rv2_coarse,6,3.93,711,3937,1485986.6368670885,1626560.1867538735,140573.54988678498,0.8086536314150236,0.41871440651504344,0
Mercury,planet,rv2_coarse,7,4.7,739,3993,381262.8286535859,2626791.0761299315,2245528.2474763454,1.5058995827448265,0.13209295370169416,0
Mercury,planet,rv2_coarse,8,6.55,698,3838,2410935.305515759,185887256.31041864,183476321.00490287,1.023991658331683,0.3058392149375644,0
Mercury,planet,rv2_coarse,9,9.18,801,4309,347096315.7828788,330845034.72949606,-16251281.053382754,-0.04742228909325758,0.9621766648749634,0
Venus,planet,rv2_coarse,1,0.45,996,4098,3245547123.997176,1611967048.6087115,-1633580075.3884647,-1.0150190027760142,0.3100967692944545,0
Venus,planet,rv2_coarse,2,0.7,948,3765,15350190.520042194,375217461.07570887,359867270.5556667,1.2645129666158696,0.20604596963854527,0
Venus,planet,rv2_coarse,3,0.9,983,3744,1835564.9646490335,12682486.119825054,10846921.155176021,1.15781144284507,0.24694099265722147,0
Venus,planet,rv2_coarse,4,1.31,1006,3665,2633701.7058275347,1948345.42010573,-685356.2857218047,-0.7770901705094464,0.43710557282312745,0
Venus,planet,rv2_coarse,5,2.2,1032,3825,4028697.4236918604,2375767.752026144,-1652929.6716657165,-1.5065509115031173,0.13192580799251852,0
Venus,planet,rv2_coarse,6,3.93,963,3685,1626215.0018172378,1599527.5189450474,-26687.48287219042,-0.10107523842911106,0.9194907342347891,0
Venus,planet,rv2_coarse,7,4.7,1049,3683,2600989.84245645,2183570.907582134,-417418.9348743162,-0.15606022748733447,0.8759855480471104,0
Venus,planet,rv2_coarse,8,6.55,944,3592,10785121.289468022,196251939.88457096,185466818.59510294,0.967942182167558,0.3330732460202408,0
Venus,planet,rv2_coarse,9,9.18,1045,4065,539762068.3258448,280340477.78375804,-259421590.54208672,-0.6454864838240059,0.5186119745152402,0
Mars,planet,rv2_coarse,1,0.45,976,4118,2299958562.0350924,1844013196.7346861,-455945365.3004062,-0.32402398630188156,0.7459198746249525,0
Mars,planet,rv2_coarse,2,0.7,827,3886,64051360.09431681,353647773.2282666,289596413.13394976,1.0372512644051413,0.2996187722182788,0
Mars,planet,rv2_coarse,3,0.9,843,3884,5267664.325252076,11546587.890496267,6278923.565244191,0.6628971095274948,0.5073964530795922,0
Mars,planet,rv2_coarse,4,1.31,848,3823,2017936.8123525945,2113256.4645239343,95319.65217133984,0.3879507525724974,0.6980524785688451,0
Mars,planet,rv2_coarse,5,2.2,899,3958,2361578.190211346,2809971.854408792,448393.6641974463,1.399066836282009,0.1617929415180981,0
Mars,planet,rv2_coarse,6,3.93,833,3815,1160833.0477941176,1702052.4312581914,541219.3834640738,3.7000091016923053,0.0002155917346462477,0
Mars,planet,rv2_coarse,7,4.7,820,3912,6858590.283993903,1315563.8968524581,-5543026.387141445,-0.8475548717362053,0.39668591595057334,0
Mars,planet,rv2_coarse,8,6.55,762,3774,904082063.8956796,6944247.449424723,-897137816.4462548,-0.9947711077008272,0.3198476013465834,0
Mars,planet,rv2_coarse,9,9.18,894,4216,553782907.7750585,286658796.02480596,-267124111.75025254,-0.5891271358224304,0.5557759913295894,0
Jupiter,planet,rv2_coarse,1,0.45,507,4587,3590648204.1004686,1747971933.9918792,-1842676270.1085894,-0.7217901045923296,0.47042353421236016,0
Jupiter,planet,rv2_coarse,2,0.7,478,4235,2250107077.985356,83044755.20331617,-2167062322.7820396,-1.0064870998799578,0.31418131400013505,0
Jupiter,planet,rv2_coarse,3,0.9,475,4252,1879722.2667105263,11381636.95112594,9501914.684415415,1.151827446454995,0.24939198702750454,0
Jupiter,planet,rv2_coarse,4,1.31,469,4202,1901258.9485607676,2117681.921436221,216422.9728754533,0.9838586451130958,0.32518501965011226,0
Jupiter,planet,rv2_coarse,5,2.2,526,4331,1138117.2428707224,2919944.0598014314,1781826.816930709,6.613992063790906,3.7409186859349575e-11,0
Jupiter,planet,rv2_coarse,6,3.93,504,4144,1073746.6019345238,1669675.5952431227,595928.9933085989,3.7524573969938553,0.00017510959722888408,0
Jupiter,planet,rv2_coarse,7,4.7,489,4243,11220374.415644173,1245290.338937501,-9975084.076706672,-0.9133330851412439,0.36106738672960237,0
Jupiter,planet,rv2_coarse,8,6.55,436,4100,1840097.1809418004,174223375.65652344,172383278.47558165,1.0277500380095752,0.30406742356898375,0
Jupiter,planet,rv2_coarse,9,9.18,560,4550,4522916.622021484,373868696.76552796,369345780.14350647,2.5162459940852333,0.011861236329630653,0
Saturn,planet,rv2_coarse,1,0.45,923,4171,2682750734.429239,1765098770.7555742,-917651963.6736646,-0.5569080945478727,0.5775902238539505,0
Saturn,planet,rv2_coarse,2,0.7,885,3828,15800587.26779661,369190752.8294263,353390165.56162965,1.2625144491638918,0.20676373032825968,0
Saturn,planet,rv2_coarse,3,0.9,888,3839,2833587.4658643017,12183215.088092603,9349627.622228302,1.0183559847726784,0.30850881157465415,0
Saturn,planet,rv2_coarse,4,1.31,886,3785,2865307.528357788,1915859.2894649934,-949448.2388927946,-0.9474678756207224,0.3434004182342969,0
Saturn,planet,rv2_coarse,5,2.2,916,3941,4468462.770742358,2322206.4183582845,-2146256.352384073,-1.7388998135878966,0.08205238703298168,0
Saturn,planet,rv2_coarse,6,3.93,869,3779,1656878.4591484466,1593140.1357667372,-63738.3233817094,-0.22243548629466225,0.8239748896044174,0
Saturn,planet,rv2_coarse,7,4.7,955,3777,2832565.1058762474,2135406.4922557585,-697158.6136204889,-0.2454803460806255,0.8060845242512937,0
Saturn,planet,rv2_coarse,8,6.55,873,3663,11415376.228665521,192506824.76522297,181091448.53655744,0.9635963480954469,0.335248338448354,0
Saturn,planet,rv2_coarse,9,9.18,938,4172,631767526.0230627,266308117.01386663,-365459409.00919604,-0.8250807803267733,0.40932573055681076,0
Uranus,planet,rv2_coarse,1,0.45,111,4983,24179405.01632883,1973855506.0692103,1949676101.0528815,4.149824440549694,3.327303708755558e-05,0
Uranus,planet,rv2_coarse,2,0.7,110,4603,13598579.681818182,309743618.900292,296145039.2184738,1.2721072266481968,0.2033350238803182,0
Uranus,planet,rv2_coarse,3,0.9,88,4639,3832567.372159091,10551912.581186678,6719345.209027587,0.8791836684123303,0.3793016980172532,0
Uranus,planet,rv2_coarse,4,1.31,90,4581,2069291.6375,2096475.3620115696,27183.7245115696,0.09710426853957531,0.9226435910796253,0
Uranus,planet,rv2_coarse,5,2.2,77,4780,5978863.213474026,2674593.0806093095,-3304270.1328647165,-6.40989573032237,1.456192944004897e-10,0
Uranus,planet,rv2_coarse,6,3.93,100,4548,814698.481875,1622434.9397262533,807736.4578512532,4.532751833579126,5.822020101575731e-06,0
Uranus,planet,rv2_coarse,7,4.7,75,4657,439476.9816666667,2305683.7499971692,1866206.7683305026,1.4594471471425357,0.14444207751460225,0
Uranus,planet,rv2_coarse,8,6.55,101,4435,3578131.6435643565,161162735.34760693,157584603.70404258,1.0161267592170236,0.30956902781834805,0
Uranus,planet,rv2_coarse,9,9.18,101,5009,9936690.764658106,339914513.4406576,329977822.6759995,2.469455537542477,0.013531883369273912,0
Neptune,planet,rv2_coarse,1,0.45,1241,3853,1541398333.299305,2056976529.7366338,515578196.4373288,0.6251040906640288,0.5319027433334644,0
Neptune,planet,rv2_coarse,2,0.7,1211,3502,254281193.92815855,319620558.45689434,65339364.52873579,0.17079089015415294,0.8643881924321191,0
Neptune,planet,rv2_coarse,3,0.9,1227,3500,2290647.8840158926,13279132.41119643,10988484.527180538,1.0962882365240596,0.2729526557029953,0
Neptune,planet,rv2_coarse,4,1.31,1235,3436,2632695.6637651823,1903029.8998835855,-729665.7638815967,-1.00952285227525,0.3127239476491388,0
Neptune,planet,rv2_coarse,5,2.2,1233,3624,3701495.3174168696,2395414.918977649,-1306080.3984392206,-1.4220766895947805,0.15500398900986134,0
Neptune,planet,rv2_coarse,6,3.93,1215,3433,1858498.9172325104,1515359.0939775705,-343139.82325493987,-1.2974032192440463,0.19449248544446363,0
Neptune,planet,rv2_coarse,7,4.7,1201,3531,1434241.5833159867,2562448.557292358,1128206.9739763713,0.5800030029836833,0.5619125927071531,0
Neptune,planet,rv2_coarse,8,6.55,1178,3358,10920068.404890439,209128731.97786653,198208663.57297608,0.9671600142877326,0.33346404780202166,0
Neptune,planet,rv2_coarse,9,9.18,1303,3807,4919146.222857108,445817114.80512255,440897968.58226544,2.5136393094200473,0.011949257409853864,0
Earth,earth,rv2_coarse,1,0.45,788,4306,703735826.6203997,2156029277.594708,1452293450.9743083,1.9492433220838075,0.05126637360059094,0
Earth,earth,rv2_coarse,2,0.7,792,3921,9670733.633838383,362047054.45678246,352376320.8229441,1.289535255451596,0.19721206786886358,0
Earth,earth,rv2_coarse,3,0.9,752,3975,48810902.96102061,3165230.02922956,-45645672.93179105,-0.9818812051674151,0.3261583760718929,0
Earth,earth,rv2_coarse,4,1.31,725,3946,1741141.4227586207,2161140.9906867715,419999.56792815076,1.7623427733683894,0.0780114011420161,0
Earth,earth,rv2_coarse,5,2.2,785,4072,2154595.6383757964,2837320.6818823675,682725.0435065711,2.2382625949872264,0.02520393584015479,0
Earth,earth,rv2_coarse,6,3.93,739,3909,1554981.7774864682,1614523.5150933743,59541.7376069061,0.3418181078099862,0.7324877814662238,0
Earth,earth,rv2_coarse,7,4.7,749,3983,365821.7704439252,2635332.536103268,2269510.765659343,1.5181975750820855,0.12896459864625953,0
Earth,earth,rv2_coarse,8,6.55,726,3810,1703344.0137741046,187370471.07838234,185667127.06460825,1.0286623694729429,0.3036383587411464,0
Earth,earth,rv2_coarse,9,9.18,806,4304,416698154.6117837,317791982.1037144,-98906172.50806928,-0.2690061871629044,0.7879249214464259,0
Fornax-A,fixed,rv2_coarse,1,0.45,1274,3820,1381146801.2763932,2114875621.95643,733728820.6800368,0.8801661501546408,0.37876930795206,1
Fornax-A,fixed,rv2_coarse,2,0.7,1093,3620,17791122.400772136,388895034.46933705,371103912.0685649,1.2536915501556063,0.20995414040934968,1
Fornax-A,fixed,rv2_coarse,3,0.9,1121,3606,1893322.595896521,13079637.760087354,11186315.164190833,1.150037296839931,0.2501285100596373,1
Fornax-A,fixed,rv2_coarse,4,1.31,1105,3566,1738183.9548642533,2206813.4073541784,468629.4524899251,1.7757762329841666,0.07576980656451693,1
Fornax-A,fixed,rv2_coarse,5,2.2,1136,3721,2455202.2063710387,2809948.316665547,354746.1102945083,0.9909094481734532,0.3217297984193035,1
Fornax-A,fixed,rv2_coarse,6,3.93,1133,3515,1831515.1301853487,1532061.8240576102,-299453.30612773844,-1.4749362871074256,0.14022967340120984,1
Fornax-A,fixed,rv2_coarse,7,4.7,1227,3505,380122.19789119804,2939834.5393863954,2559712.3414951973,1.5068661451742902,0.1318449707699343,1
Fornax-A,fixed,rv2_coarse,8,6.55,1109,3427,621509251.8477302,7547231.474614505,-613962020.3731157,-0.9905764450428943,0.3218924442054605,1
Fornax-A,fixed,rv2_coarse,9,9.18,1241,3869,272510376.20323515,352920658.23811567,80410282.03488052,0.2968072196342001,0.76661369325453,1
Cygnus-A,fixed,rv2_coarse,1,0.45,17,5077,14580788.830882354,1937789644.9260514,1923208856.095169,4.169880781223738,3.0475902160098656e-05,1
Cygnus-A,fixed,rv2_coarse,2,0.7,16,4697,2394843.3125,303855099.8658812,301460256.5533812,1.321510043246984,0.1863313560040083,1
Cygnus-A,fixed,rv2_coarse,3,0.9,19,4708,1656929.7532894737,10462214.682999682,8805284.929710208,1.1815395328542373,0.23738845838220124,1
Cygnus-A,fixed,rv2_coarse,4,1.31,17,4654,1835074.3529411764,2096904.5158465835,261830.16290540714,0.6072511275093166,0.5436842666513892,1
Cygnus-A,fixed,rv2_coarse,5,2.2,20,4837,1558786.86875,2731807.247338226,1173020.3785882262,2.7475378750634416,0.006004457337069002,1
Cygnus-A,fixed,rv2_coarse,6,3.93,24,4624,592606.8541666666,1610311.7191960423,1017704.8650293757,9.127049867582475,0.0,1
Cygnus-A,fixed,rv2_coarse,7,4.7,22,4710,320530.0568181818,2285239.56180718,1964709.504988998,1.5537226094042493,0.12025059758690304,1
Cygnus-A,fixed,rv2_coarse,8,6.55,19,4517,750032.0460526316,158313896.82394546,157563864.77789283,1.0349304011666438,0.30070141574357767,1
Cygnus-A,fixed,rv2_coarse,9,9.18,43,5067,1672337.8822674418,336207517.87301105,334535179.99074364,2.538171034771005,0.0111433510548542,1
Sag-A,fixed,rv2_coarse,1,0.45,799,4295,298512800.6613736,2235132519.9001746,1936619719.238801,3.478856483837427,0.0005035581871970507,1
Sag-A,fixed,rv2_coarse,2,0.7,705,4008,1524996302.6624115,87855121.80290517,-1437141180.8595064,-0.9833591975693855,0.3254306844407284,1
Sag-A,fixed,rv2_coarse,3,0.9,701,4026,6144974.148002853,11172369.97395057,5027395.825947718,0.5363489485062651,0.5917174071214839,1
Sag-A,fixed,rv2_coarse,4,1.31,722,3949,2245002.456024931,2068700.4577108128,-176301.998314118,-0.6997707649808608,0.48407047500426525,1
Sag-A,fixed,rv2_coarse,5,2.2,743,4114,2324173.1655450873,2799724.533483228,475551.3679381409,1.5523281355547545,0.12058372908867931,1
Sag-A,fixed,rv2_coarse,6,3.93,669,3979,1076721.8150224215,1693887.1726093239,617165.3575869023,4.149264439007254,3.335453228969776e-05,1
Sag-A,fixed,rv2_coarse,7,4.7,665,4067,2312935.185244361,2270083.1323271003,-42852.05291726068,-0.018231561013529206,0.9854541247692343,1
Sag-A,fixed,rv2_coarse,8,6.55,699,3837,1881304.9537061874,186031558.6134991,184150253.65979293,1.0274863294703622,0.3041915193328615,1
Sag-A,fixed,rv2_coarse,9,9.18,761,4349,163528062.47613645,363115784.7889502,199587722.31281376,0.9004478164569045,0.36788198401190386,1
Mercury,planet,rv2_coarse,1,0.45,777,4317,3736783545.4607463,1606422303.8861911,-2130361241.5745552,-1.034670653091436,0.3008227458279986,1
Mercury,planet,rv2_coarse,2,0.7,761,3952,9242835.572930355,359365365.3066913,350122529.73376095,1.2914125054541512,0.196560676562076,1
Mercury,planet,rv2_coarse,3,0.9,702,4025,53223379.347222224,2962677.289720497,-50260702.057501726,-1.0090974683696028,0.3129278920100931,1
Mercury,planet,rv2_coarse,4,1.31,703,3968,1904556.742443101,2129860.5067571825,225303.76431408152,0.9082280073856277,0.36375776967743767,1
Mercury,planet,rv2_coarse,5,2.2,767,4090,3639991.718301825,2555758.861812347,-1084232.8564894781,-0.8733753864902977,0.382458502361922,1
Mercury,planet,rv2_coarse,6,3.93,718,3930,1414326.4791956826,1639902.682442748,225576.20324706542,1.2814212653142638,0.2000457387647907,1
Mercury,planet,rv2_coarse,7,4.7,723,4009,3599205.507780083,2037491.7473776045,-1561713.7604024785,-0.4459264731607892,0.6556503587043476,1
Mercury,planet,rv2_coarse,8,6.55,689,3847,2091089.2852866473,185515300.76555088,183424211.48026425,1.0261023050162246,0.3048433639211048,1
Mercury,planet,rv2_coarse,9,9.18,790,4320,372508863.2637757,326239213.3363661,-46269649.92740959,-0.12663147876900757,0.8992320810405512,1
Venus,planet,rv2_coarse,1,0.45,1030,4064,1759959309.0493326,1974814914.463306,214855605.41397333,0.2568403193485768,0.7973020435015439,1
Venus,planet,rv2_coarse,2,0.7,976,3737,12934834.49692623,378544640.9135788,365609806.41665256,1.2751594070740468,0.202252825829754,1
Venus,planet,rv2_coarse,3,0.9,967,3760,1970836.747285419,12601539.696343085,10630702.949057667,1.1393617141745078,0.2545523176981792,1
Venus,planet,rv2_coarse,4,1.31,988,3683,2614296.75923583,1956900.5383179474,-657396.2209178826,-0.7325623780919559,0.46382538431931986,1
Venus,planet,rv2_coarse,5,2.2,1040,3817,2990691.0915865386,2655124.0915640555,-335567.00002248306,-0.5089083694731454,0.6108164531867506,1
Venus,planet,rv2_coarse,6,3.93,982,3666,1478189.460348778,1639040.3447899618,160850.88444118388,0.9332496266535748,0.3506910970680521,1
Venus,planet,rv2_coarse,7,4.7,967,3765,384966.5699191483,2761823.990504648,2376857.4205854996,1.5029716983528765,0.13284634232223302,1
Venus,planet,rv2_coarse,8,6.55,959,3577,2046295.7535192908,199372581.75426662,197326286.00074732,1.0264104589278633,0.30469815015031143,1
Venus,planet,rv2_coarse,9,9.18,1057,4053,795072191.8664706,212988920.99398595,-582083270.8724847,-1.2704329496106344,0.20393045256974496,1
Mars,planet,rv2_coarse,1,0.45,957,4137,964309929.6007706,2155078873.11379,1190768943.5130196,1.5019317656133713,0.133114731858041,1
Mars,planet,rv2_coarse,2,0.7,852,3861,1264005539.342723,90731158.26030664,-1173274381.0824163,-0.969363373439869,0.33236391999197257,1
Mars,planet,rv2_coarse,3,0.9,848,3879,5220773.9119251175,11564932.228812193,6344158.316887076,0.6695380655806652,0.5031523070636661,1
Mars,planet,rv2_coarse,4,1.31,843,3828,2125908.853499407,2089354.419344305,-36554.43415510189,-0.14442208672516396,0.8851671769539651,1
Mars,planet,rv2_coarse,5,2.2,904,3953,2226951.8539131638,2841326.3133854037,614374.45947224,1.9766043028994857,0.04808637540158078,1
Mars,planet,rv2_coarse,6,3.93,797,3851,1223460.0863393978,1684031.7489613087,460571.6626219109,2.7238874213551965,0.006451849480519911,1
Mars,planet,rv2_coarse,7,4.7,793,3939,7090128.276008828,1306945.487303076,-5783182.788705751,-0.8555318060265967,0.3922568042136849,1
Mars,planet,rv2_coarse,8,6.55,798,3738,2377143.7532552085,190802879.038935,188425735.2856798,1.0242172605457383,0.3057326678515986,1
Mars,planet,rv2_coarse,9,9.18,910,4200,545366754.4826365,287464680.24102026,-257902074.2416162,-0.5779343990669041,0.5633084099680634,1
Jupiter,planet,rv2_coarse,1,0.45,494,4600,333971010.7410172,2102918308.998614,1768947298.257597,3.284611184156817,0.0010212319564728567,1
Jupiter,planet,rv2_coarse,2,0.7,479,4234,2236679567.091858,84052009.66604723,-2152627557.425811,-1.0018669063796013,0.3164078778339685,1
Jupiter,planet,rv2_coarse,3,0.9,444,4283,1821949.532939189,11318851.92627831,9496902.39333912,1.1596351025668066,0.24619740290039083,1
Jupiter,planet,rv2_coarse,4,1.31,472,4199,1922524.2486758474,2115446.162270779,192921.91359493136,0.8570124531257113,0.3914380023389703,1
Jupiter,planet,rv2_coarse,5,2.2,551,4306,1139170.0798548094,2930154.3610659544,1790984.281211145,6.610589849286051,3.827915762144585e-11,1
Jupiter,planet,rv2_coarse,6,3.93,463,4185,1094199.0487311014,1661574.6223416966,567375.5736105952,3.7402949182496883,0.00018380446387977756,1
Jupiter,planet,rv2_coarse,7,4.7,474,4258,444463.301028481,2480003.3801489705,2035540.0791204895,1.4492225992995609,0.1472754282678248,1
Jupiter,planet,rv2_coarse,8,6.55,475,4061,2375001.045616776,175816300.68110535,173441299.63548857,1.024216694171471,0.3057329353071925,1
Jupiter,planet,rv2_coarse,9,9.18,592,4518,3189868.7726984797,376659362.8326797,373469494.0599812,2.5265461338103825,0.01151902584020914,1
Saturn,planet,rv2_coarse,1,0.45,963,4131,2715218611.7779074,1748644487.4261832,-966574124.3517241,-0.929302169814208,0.35273251104822645,1
Saturn,planet,rv2_coarse,2,0.7,867,3846,14378092.490196079,367857492.2969433,353479399.8067472,1.2687859950119542,0.2045174014761546,1
Saturn,planet,rv2_coarse,3,0.9,880,3847,2064800.4102982956,12339631.929246815,10274831.51894852,1.1266484564415373,0.2598911430711035,1
Saturn,planet,rv2_coarse,4,1.31,880,3791,1809923.2365056819,2162346.988294645,352423.75178896333,1.4252241946007491,0.15409240465318974,1
Saturn,planet,rv2_coarse,5,2.2,963,3894,4287194.389278297,2341129.7369992295,-1946064.6522790678,-1.66588495966194,0.09573632983799829,1
Saturn,planet,rv2_coarse,6,3.93,883,3765,1404323.2552378257,1652134.5337815406,247811.2785437149,1.4374340807154866,0.15059469079312793,1
Saturn,planet,rv2_coarse,7,4.7,885,3847,3019644.0244201315,2105054.5972835976,-914589.4271365339,-0.30538334516430066,0.7600742049751847,1
Saturn,planet,rv2_coarse,8,6.55,872,3664,2325500.767201835,194620711.21551222,192295210.44831038,1.0245635528240877,0.30556916932992695,1
Saturn,planet,rv2_coarse,9,9.18,940,4170,892679396.739611,207318170.42116308,-685361226.318448,-1.3416976154249147,0.179694060525446,1
Uranus,planet,rv2_coarse,1,0.45,118,4976,433185522.95974576,1966899117.562387,1533713594.602641,2.5292202986648373,0.011431624913768257,1
Uranus,planet,rv2_coarse,2,0.7,123,4590,16651666.75609756,310500559.1616653,293848892.40556777,1.2583259717109312,0.2082738921559253,1
Uranus,planet,rv2_coarse,3,0.9,86,4641,2199538.811773256,10579277.753730338,8379738.941957083,1.1085944296038486,0.2676051822476122,1
Uranus,planet,rv2_coarse,4,1.31,92,4579,2423356.049592391,2089373.4711044987,-333982.5784878924,-1.0125199020245772,0.3112895357611838,1
Uranus,planet,rv2_coarse,5,2.2,89,4768,5184614.961376404,2681102.487665164,-2503512.4737112406,-6.471735414435265,9.688361224391429e-11,1
Uranus,planet,rv2_coarse,6,3.93,83,4565,1114683.7929216868,1613972.6613910187,499288.8684693319,1.1041334434148582,0.2695352558020885,1
Uranus,planet,rv2_coarse,7,4.7,83,4649,432394.1859939759,2309021.5702138776,1876627.3842199016,1.4651535134578388,0.14287903928103218,1
Uranus,planet,rv2_coarse,8,6.55,83,4453,788357.5293674698,160577742.84475616,159789385.31538868,1.0346793705325115,0.3008186733233722,1
Uranus,planet,rv2_coarse,9,9.18,96,5014,13026985.924926758,339526288.979396,326499303.0544692,2.444935085562273,0.01448782157403472,1
Neptune,planet,rv2_coarse,1,0.45,1231,3863,1922332356.0502641,1934251817.3445022,11919461.29423809,0.013566921766255742,0.98917549464831,1
Neptune,planet,rv2_coarse,2,0.7,1222,3491,253991058.38870704,319928000.0607402,65936941.67203313,0.1726639245344866,0.862915601875327,1
Neptune,planet,rv2_coarse,3,0.9,1233,3494,2164282.8171634227,13342595.214456927,11178312.397293504,1.1133504715242393,0.2655579376952948,1
Neptune,planet,rv2_coarse,4,1.31,1226,3445,2657151.4546798533,1896232.8584361393,-760918.596243714,-1.0449962279354292,0.29602471289374277,1
Neptune,planet,rv2_coarse,5,2.2,1254,3603,2478895.2384868423,2813320.2230606438,334424.9845738015,0.9537810774111681,0.3401944696943806,1
Neptune,planet,rv2_coarse,6,3.93,1214,3434,1949323.1560440692,1483350.5074621432,-465972.648581926,-1.7251986415926508,0.08449168042386601,1
Neptune,planet,rv2_coarse,7,4.7,1220,3512,404357.1007172131,2926313.8765623053,2521956.7758450923,1.4876115800603036,0.136853357752855,1
Neptune,planet,rv2_coarse,8,6.55,1161,3375,17977355.32439034,205702640.89807987,187725285.57368952,0.9201781268373667,0.35747968265100694,1
Neptune,planet,rv2_coarse,9,9.18,1283,3827,5707709.005589926,443248605.41868633,437540896.4130964,2.507572237360572,0.012156373096810835,1
